date_time;resolve;uid;title;url;text;views;answers;author;upvotes;type;tags
20/05/2013 12:34;false;1;can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;this is my data which is used to create envelopes Array ( [emailSubject] => Hello World! [emailBlurb] => Hello World! [templateId] => 69A12386-38F0-4107-B00E-92AF6CAF858C [customFields] => Array ( [textCustomFields] => Array ( [0] => Array ( [name] => name [value] => hebrew878 [customFieldType] => text [show] => true [required] => true ) ) ) [templateRoles] => Array ( [0] => Array ( [email] => hebrew878@gmail.com [name] => hebrew878 [roleName] => hebrew878 ) ) [status] => sent ) i have added custom field named as name but it is not showing when user sign in the form why? my above code is wrong ?;1066;25;hebrew878;0;question;
20/05/2013 16:35;;1.1;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;"Hi, please format your request body so that we can read it better.  
 
Also, custom fields show at the envelope level, not as a document tab for a recipient.  (I think they also show in the email body since it's at the envelope level).  Is that what you are trying to do?  If not, please state what you are trying to accomplish...";1057;N/A;Ergin;0;answer;N/A
20/05/2013 18:06;;1.2;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;api end point is https://demo.docusign.net/restapi/v2/accounts/283064/envelopesThis is requestArray ( [emailSubject] => Hello World! [emailBlurb] => Hello World! [templateId] => 69A12386-38F0-4107-B00E-92AF6CAF858C [customFields] => Array ( [textCustomFields] => Array ( [textCustomField] => Array ( [name] => name [value] => stephin [show] => true [required] => true ) ) ) [templateRoles] => Array ( [0] => Array ( [email] => stephin@stephin.in [name] => stephin [roleName] => Role ) ) [status] => sent )This is responseArray ( [envelopeId] => 63df36d6-31e5-4f5f-838d-64dd0d1f60d7 [uri] => /envelopes/63df36d6-31e5-4f5f-838d-64dd0d1f60d7 [statusDateTime] => 2013-05-21T07:25:20.0670000Z [status] => sent )i want to pass dynamic values(name,address,zip,phone,etc) into the envelopebut i am not seeing name in the form why ?? what is i am missing out?;1051;N/A;hebrew878;0;answer;N/A
21/05/2013 10:34;;1.3;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;"You shouldn't have to use customFields - those are at the envelope level and don't show on the document.  You can use the normal Stick-eTabs available on the left hand side of the tagging screen to populate the Name, Address, Zip, etc. fields.  
 
What does your template look like (i.e. the one with ID 69A12386-38F0-4107-B00E-92AF6CAF858C)??  All you have to do is add the Name, Address, etc. fields to your template role, make sure it's called ""Role"" since that's what you are passing in your body, and the fields should show up for that role.  Your body should look similar to this:
 
{
    ""accountId"": ""283064"",
    ""emailSubject"": ""Test Subject"",
    ""emailBlurb"": ""This comes from PHP"",
    ""templateId"": ""69A12386-38F0-4107-B00E-92AF6CAF858C"",
    ""templateRoles"": [
        {
            ""email"": ""stephin@stephin.in"",
            ""name"": ""stephin"",
            ""roleName"": ""Role""
        }
    ],
    ""status"": ""sent""
}
 
 You'll probably have to add textTabs for the non-standard fields.  But still, you only add these to the template through the web UI, and then reference the template like above.  You shouldn't have any tabs in your request body, they are contained in the template already...";1035;N/A;Ergin;0;answer;N/A
21/05/2013 12:01;;1.4;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;thanks sir.it worked can u expand this code to use multiple labels? name,city,address,zip like this? currenly i set 3 labels there but those 3 showing the same value;1031;N/A;hebrew878;0;answer;N/A
21/05/2013 13:44;;1.5;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;"Array
(
    [emailSubject] => Hello World!
    [emailBlurb] => Hello World!
    [templateId] => 69A12386-38F0-4107-B00E-92AF6CAF858C
    [templateRoles] => Array
        (
            [0] => Array
                (
                    [email] => stephin@stephin.in
                    [name] => stephin
                    [roleName] => Role
                    [tabs] => Array
                        (
                            [textTabs] => Array
                                (
                                    [0] => Array
                                        (
                                            [tabLabel] => city
                                            [value] => dallas
                                        )

                                    [1] => Array
                                        (
                                            [tabLabel] => country
                                            [value] => usa
                                        )

                                )

                        )

                )

        )

    [status] => sent
)i am using this array i have set 3 labels name,city,country to the template but in all the 3labels name only showing .why so?";1028;N/A;hebrew878;0;answer;N/A
21/05/2013 17:59;;1.6;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;"{
  ""textCustomFields"": [
    {
      ""fieldId"": ""8831311"",
      ""name"": ""name"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831312"",
      ""name"": ""city"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831313"",
      ""name"": ""country"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831314"",
      ""name"": ""state"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831315"",
      ""name"": ""zip"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831316"",
      ""name"": ""salary"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831317"",
      ""name"": ""discipline"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    },
    {
      ""fieldId"": ""8831318"",
      ""name"": ""fullname"",
      ""show"": ""true"",
      ""required"": ""true"",
      ""value"": """"
    }
  ],
  ""listCustomFields"": []
}response for v2/accounts/:accountId/envelopes/:envelopeId";1015;N/A;hebrew878;0;answer;N/A
22/05/2013 22:56;;1.7;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;I want to elaborate on hebrew878's situation. This is what we want to have happen.  We have several documents that we will be using, each one with standard fields (ie name, address, city, state, zip, etc).  But other documents will not only contain these standard fields, but also have custom fields (ie salary, hours, etc).  When we test this by adding data fields in the template, rename the label and save as 'custom', they don't show up on the document for review. This is what we are trying to accomplish, at the developer center level PRIOR to going live production.  What are we (hebrew878) and I doing wrong?  Please respond.;999;N/A;bsurreal;0;answer;N/A
22/05/2013 23:22;;1.8;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;i want to do same like http://samples.cloudapp.net/PHP/LoanCo/index.php;995;N/A;hebrew878;0;answer;N/A
23/05/2013 10:07;;1.9;Re: can anyone tell me where i am wrong ?;http://community.docusign.com/t5/DocuSign-API-Integration-PHP-READ-ONLY/can-anyone-tell-me-where-i-am-wrong/td-p/20217;"Hi bsurreal, thanks you for that explanation.
 
This should be easy to do, but I feel that I should explain some fundamentals first about tagging documents.  The most important thing to remember is that Stick-eTabs (aka tabs or tags) are not specific to a do...... instead they are specific for a recipient, or a template role if using templates.  You can't have a generic document tab that everyone signs.  
 
Having said that, there are two things that I'd like to clarify.  First off, when you do ""Save As Custom"" on the data field that you just added, all that does is save that Stick-eTab and its settings into your account for future use.  You'll see on the left side of the tagging screen that you have Standard tabs and you have Custom tabs, all those tabs you saved as custom should on that list and can easily be added to any of your envelopes now.  
 
Next, how many template roles do you have in your template, more than one?  I'm wondering if you are adding the tabs for a different template role and that's why they are not showing up for the other recipients?";989;N/A;Ergin;0;answer;N/A
